# silver_4eV_long
3.400000000000000000e+02,4.492912336270327711e-01
3.410000000000000000e+02,4.676923450149245709e-01
3.420000000000000000e+02,4.602673350605201996e-01
3.430000000000000000e+02,4.086150954105639554e-01
3.440000000000000000e+02,5.053016366319240671e-01
3.450000000000000000e+02,5.078842490618964423e-01
3.460000000000000000e+02,5.608278077555167718e-01
3.470000000000000000e+02,5.094983818393206132e-01
3.480000000000000000e+02,4.961010799882111244e-01
3.490000000000000000e+02,4.736646357261917739e-01
3.500000000000000000e+02,5.261239498403589288e-01
3.510000000000000000e+02,5.085299021720623980e-01
3.520000000000000000e+02,5.493674636155718716e-01
3.530000000000000000e+02,5.513044231630308545e-01
3.540000000000000000e+02,4.781842071326192212e-01
3.550000000000000000e+02,5.166005661399113436e-01
3.560000000000000000e+02,5.178918723904529786e-01
3.570000000000000000e+02,5.103054482305467987e-01
3.580000000000000000e+02,5.196674184920563322e-01
3.590000000000000000e+02,4.749559418372497066e-01
3.600000000000000000e+02,5.196674184920563322e-01
