Data from RamanShift_16-38-17-528.txt Node
Date: Tue Sep 30 16:38:17 EDT 2025
User: Administrator
Spectrometer: QEP01809
Trigger mode: 4
Integration Time (sec): 5.000000E0
Scans to average: 3
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Raman Shifts
Number of Pixels in Spectrum: 1044
>>>>>Begin Spectral Data<<<<<
-63.177	-1.46
-60.302	-0.12
-57.43	-1.79
-54.559	1.88
-51.691	7.54
-48.824	19.21
-45.959	18.88
-43.096	16.21
-40.235	21.88
-37.376	29.21
-34.519	43.54
-31.664	42.21
-28.81	67.88
-25.959	90.54
-23.109	138.21
-20.262	232.54
-17.416	464.21
-14.572	1187.88
-11.73	3490.21
-8.89	7925.88
-6.052	11622.54
-3.215	12189.21
-0.381	7578.21
2.452	2168.88
5.283	410.21
8.111	152.21
10.938	103.54
13.763	65.88
16.587	55.88
19.408	47.54
22.227	36.88
25.045	24.88
27.861	29.21
30.675	12.88
33.487	14.21
36.297	14.54
39.105	16.54
41.911	20.21
44.716	10.54
47.519	11.88
50.319	10.21
53.118	2.54
55.916	8.54
58.711	10.88
61.504	6.54
64.296	9.88
67.086	5.88
69.874	4.88
72.66	7.54
75.444	1.54
78.226	2.88
81.007	-6.12
83.785	4.88
86.562	1.21
89.337	8.88
92.111	10.54
94.882	4.21
97.652	5.21
100.419	-2.79
103.185	12.21
105.949	8.21
108.712	1.88
111.472	7.21
114.231	1.54
116.988	1.54
119.743	-1.12
122.496	4.21
125.247	4.21
127.997	9.54
130.745	-0.46
133.491	-0.79
136.235	1.21
138.977	4.54
141.718	5.21
144.457	4.88
147.194	5.21
149.929	4.54
152.662	4.21
155.394	1.21
158.124	2.21
160.852	3.88
163.578	10.21
166.303	1.54
169.025	1.88
171.746	9.88
174.465	2.88
177.183	11.88
179.898	1.54
182.612	5.88
185.324	2.88
188.034	6.21
190.743	12.54
193.449	15.88
196.154	17.54
198.857	19.54
201.559	39.21
204.258	47.54
206.956	70.54
209.652	111.21
212.347	145.88
215.039	203.54
217.73	268.88
220.419	338.21
223.106	415.54
225.792	484.88
228.476	549.21
231.158	616.88
233.838	663.54
236.517	717.54
239.194	730.88
241.869	757.21
244.542	757.21
247.214	767.54
249.884	782.21
252.552	778.88
255.218	776.21
257.883	799.21
260.546	783.54
263.207	793.21
265.867	794.21
268.524	800.54
271.18	809.21
273.835	809.88
276.487	811.54
279.138	807.21
281.787	820.21
284.435	828.88
287.08	826.21
289.724	818.21
292.367	821.21
295.007	813.21
297.646	812.54
300.283	819.21
302.919	820.54
305.552	819.21
308.184	819.88
310.815	817.54
313.443	823.54
316.07	801.88
318.696	798.54
321.319	808.54
323.941	809.54
326.561	799.54
329.18	793.21
331.796	793.88
334.411	787.54
337.025	778.88
339.636	779.88
342.246	794.54
344.855	786.54
347.461	795.54
350.066	781.88
352.67	801.21
355.271	778.88
357.871	775.54
360.47	782.54
363.066	788.21
365.661	785.21
368.254	775.21
370.846	773.21
373.436	761.88
376.024	756.88
378.611	785.21
381.195	770.88
383.779	781.54
386.36	765.54
388.94	763.54
391.518	763.21
394.095	760.54
396.67	752.88
399.243	764.88
401.815	754.21
404.385	739.21
406.953	752.21
409.52	753.21
412.085	738.54
414.649	732.88
417.21	738.88
419.77	737.21
422.329	733.54
424.886	726.88
427.441	739.54
429.994	730.54
432.546	731.88
435.097	727.54
437.645	728.88
440.192	723.88
442.738	749.21
445.282	733.21
447.824	747.54
450.364	743.54
452.903	739.88
455.44	755.54
457.976	745.88
460.51	752.21
463.043	754.88
465.573	757.54
468.103	761.88
470.63	766.54
473.156	774.21
475.68	764.54
478.203	773.54
480.724	772.21
483.244	779.88
485.762	786.21
488.278	771.54
490.793	791.54
493.306	795.21
495.817	786.21
498.327	795.54
500.836	799.88
503.342	817.54
505.847	861.54
508.351	910.54
510.853	970.54
513.353	1041.21
515.852	1039.88
518.349	1002.88
520.845	932.21
523.339	879.88
525.831	846.21
528.322	834.21
530.811	831.21
533.299	830.54
535.785	838.54
538.269	837.21
540.752	817.88
543.234	815.21
545.714	825.21
548.192	831.54
550.668	828.54
553.143	841.21
555.617	827.54
