# Ag_10eV
2.500000000000000000e+02,4.917429216526057467e-01
2.510000000000000000e+02,4.781842071326192212e-01
2.520000000000000000e+02,4.284689243172174478e-01
2.530000000000000000e+02,4.376694794722230664e-01
2.540000000000000000e+02,4.618814676481559633e-01
2.550000000000000000e+02,4.499368866447487347e-01
2.560000000000000000e+02,3.384003411950635143e-01
2.570000000000000000e+02,4.538108047713950710e-01
2.580000000000000000e+02,4.247564196591513963e-01
2.590000000000000000e+02,4.081308556918252228e-01
2.600000000000000000e+02,4.434803565109227685e-01
2.610000000000000000e+02,4.796369265238255575e-01
2.620000000000000000e+02,4.090993351298053970e-01
2.630000000000000000e+02,3.164481441108530912e-01
2.640000000000000000e+02,3.852101762374077198e-01
2.650000000000000000e+02,3.361405561608384884e-01
2.660000000000000000e+02,3.832732174601949926e-01
2.670000000000000000e+02,3.503449193907070547e-01
2.680000000000000000e+02,3.432427377287458059e-01
2.690000000000000000e+02,4.276618580845978901e-01
2.700000000000000000e+02,3.940879040648851972e-01
2.710000000000000000e+02,3.911824658488863293e-01
2.720000000000000000e+02,4.459015552998463749e-01
2.730000000000000000e+02,4.228194607192368171e-01
2.740000000000000000e+02,5.301592819889742181e-01
2.750000000000000000e+02,4.436417697630988810e-01
2.760000000000000000e+02,4.807668193872219886e-01
2.770000000000000000e+02,4.559091771046208108e-01
2.780000000000000000e+02,5.703511926013561384e-01
2.790000000000000000e+02,5.167619794209913353e-01
2.800000000000000000e+02,4.931956410925171785e-01
2.810000000000000000e+02,5.626033540633821328e-01
2.820000000000000000e+02,5.598593279549399782e-01
2.830000000000000000e+02,5.204744849046027966e-01
2.840000000000000000e+02,4.681765847991288254e-01
2.850000000000000000e+02,4.039341114837403102e-01
2.860000000000000000e+02,4.384765457230000441e-01
2.870000000000000000e+02,4.538108047713950710e-01
2.880000000000000000e+02,4.517124324484579345e-01
2.890000000000000000e+02,3.897297467474439281e-01
2.900000000000000000e+02,3.948949702391101324e-01
2.910000000000000000e+02,3.764938617998874193e-01
2.920000000000000000e+02,4.053868306284438838e-01
2.930000000000000000e+02,4.320200157580176281e-01
2.940000000000000000e+02,4.459015552998463749e-01
2.950000000000000000e+02,4.113591204929260003e-01
2.960000000000000000e+02,3.963476893561391212e-01
2.970000000000000000e+02,5.306435218497161932e-01
2.980000000000000000e+02,4.613972278712173969e-01
2.990000000000000000e+02,3.558329689221553238e-01
3.000000000000000000e+02,4.542950445396863879e-01
3.010000000000000000e+02,4.525194987252956214e-01
3.020000000000000000e+02,4.429961167547527001e-01
3.030000000000000000e+02,4.812510591867782961e-01
3.040000000000000000e+02,5.322576547233710542e-01
3.050000000000000000e+02,5.157934997355289042e-01
3.060000000000000000e+02,5.161163262970783761e-01
3.070000000000000000e+02,5.090141420053898580e-01
3.080000000000000000e+02,5.784218579260187454e-01
3.090000000000000000e+02,4.872233500954321617e-01
3.100000000000000000e+02,5.185375255173554354e-01
3.110000000000000000e+02,4.315357760144286070e-01
3.120000000000000000e+02,4.168471707064268506e-01
3.130000000000000000e+02,4.394450252258852996e-01
3.140000000000000000e+02,5.329033078747810181e-01
3.150000000000000000e+02,5.454935445515136649e-01
