Data from RamanShift_17-17-40-597.txt Node
Date: Fri Oct 24 17:17:40 EDT 2025
User: Administrator
Spectrometer: QEP01809
Trigger mode: 4
Integration Time (sec): 1.000000E1
Scans to average: 6
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Raman Shifts
Number of Pixels in Spectrum: 1044
>>>>>Begin Spectral Data<<<<<
-63.177	0.33
-60.302	-0.5
-57.43	-1.17
-54.559	2.5
-51.691	249.83
-48.824	263.33
-45.959	257.33
-43.096	256.67
-40.235	259.5
-37.376	261
-34.519	264.83
-31.664	266.17
-28.81	278
-25.959	292.33
-23.109	313.67
-20.262	366.67
-17.416	477.17
-14.572	812.83
-11.73	1971.67
-8.89	4216
-6.052	6163.67
-3.215	6269.5
-0.381	3871.33
2.452	1307.83
5.283	437
8.111	304
10.938	282.67
13.763	271.83
16.587	248.5
19.408	252
22.227	242.5
25.045	239
27.861	234
30.675	224
33.487	226
36.297	229.17
39.105	225.33
41.911	221.17
44.716	225.33
47.519	223.17
50.319	258.5
53.118	267.17
55.916	219.83
58.711	216
61.504	219.17
64.296	218.17
67.086	219
69.874	215.17
72.66	218.83
75.444	215.33
78.226	220
81.007	215.5
83.785	222.83
86.562	212.17
89.337	215
92.111	211.83
94.882	217
97.652	221.5
100.419	224.17
103.185	214
105.949	221.67
108.712	222.5
111.472	219.33
114.231	223.83
116.988	230.33
119.743	227.67
122.496	230.67
125.247	229.17
127.997	227.33
130.745	238.17
133.491	231
136.235	228.83
138.977	232.67
141.718	236.17
144.457	238
147.194	240.17
149.929	235.67
152.662	238.17
155.394	241.33
158.124	236
160.852	235.67
163.578	241.5
166.303	239
169.025	245.33
171.746	249.67
174.465	252.5
177.183	254.67
179.898	252.83
182.612	261
185.324	258.33
188.034	259
190.743	261.67
193.449	258.83
196.154	270.17
198.857	264.67
201.559	279.5
204.258	280.83
206.956	284.67
209.652	299.67
212.347	325
215.039	365
217.73	398.83
220.419	454.33
223.106	517.67
225.792	584.83
228.476	659.67
231.158	716.5
233.838	773.83
236.517	805.33
239.194	833.5
241.869	837.5
244.542	841.17
247.214	848.5
249.884	849
252.552	844.83
255.218	851.17
257.883	859.33
260.546	858.5
263.207	854.33
265.867	861.83
268.524	855.67
271.18	869.17
273.835	854.5
276.487	857.67
279.138	861.17
281.787	853.67
284.435	861.17
287.08	859.67
289.724	860.17
292.367	849.83
295.007	862.5
297.646	853.33
300.283	849.83
302.919	844.67
305.552	863
308.184	860
310.815	854.83
313.443	849.5
316.07	857.5
318.696	854.33
321.319	852.67
323.941	845.5
326.561	853.5
329.18	852.83
331.796	849.67
334.411	845.5
337.025	849
339.636	852.33
342.246	867
344.855	851.83
347.461	853.33
350.066	854.5
352.67	861
355.271	860.17
357.871	860.33
360.47	845.17
363.066	860.67
365.661	865.33
368.254	867.17
370.846	865.83
373.436	882.17
376.024	869.17
378.611	871.33
381.195	848.17
383.779	843.33
386.36	832
388.94	826
391.518	819
394.095	828
396.67	821
399.243	837.17
401.815	830
404.385	824.67
406.953	820.67
409.52	823.83
412.085	809.33
414.649	814.17
417.21	814
419.77	813.17
422.329	813.17
424.886	818.67
427.441	821.5
429.994	822.67
432.546	812
435.097	810.83
437.645	807.83
440.192	809
442.738	803.33
445.282	813.17
447.824	790.17
450.364	808.83
452.903	809.33
455.44	812.33
457.976	798.5
460.51	803
463.043	800.17
465.573	787.67
468.103	798.17
470.63	796.5
473.156	801
475.68	807.5
478.203	793.33
480.724	800.17
483.244	802
485.762	800.5
488.278	794.5
490.793	807.5
493.306	801.33
495.817	808.83
498.327	811.67
500.836	804
503.342	808
505.847	794.83
508.351	815.17
510.853	813.33
513.353	803.83
515.852	796.5
518.349	795.67
520.845	799.33
523.339	787.67
525.831	784.67
528.322	780
530.811	785.67
533.299	773.5
535.785	768
538.269	761
540.752	752.33
543.234	760.5
545.714	743
548.192	753
550.668	749
553.143	745.83
555.617	745.83
558.089	741
560.559	732.67
563.028	751.33
565.495	733.5
567.961	746
570.425	742.5
572.888	732.67
575.349	732.33
577.808	732.83
580.266	744.83
582.722	735.83
585.177	733.33
587.63	731.5
590.082	730.17
592.532	728.17
594.981	721.5
597.428	730.67
599.873	730.83
602.317	738.5
604.759	714.17
607.2	725.17
609.64	726.83
612.077	725.5
614.514	717
616.948	726.83
619.382	723.67
621.813	715
624.243	722.33
626.672	729
629.099	719.17
631.524	729.5
633.948	735
636.371	718.17
638.792	728.17
641.211	726.5
643.629	727.33
646.046	723
648.46	725.67
650.874	730.33
653.286	725.17
655.696	726
658.105	717.67
660.512	729.17
662.918	722.17
665.322	714.5
667.725	718.33
670.126	723.67
672.526	725.67
674.924	729.67
677.321	733.33
679.716	706.83
682.11	698.5
684.502	697.17
686.893	679.17
689.282	672.83
691.67	673.5
694.056	660.33
696.441	666.33
698.824	655.67
701.206	651.17
703.586	642.67
705.965	653.33
708.342	635.33
710.718	633
713.092	637
715.465	627.17
717.836	632.5
720.206	625.17
722.575	616
724.941	615
727.307	606.83
729.671	619.67
732.033	607.17
734.394	617.17
736.754	613.67
739.112	622
741.468	631.67
743.824	631.5
746.177	633.83
748.529	624
750.88	616.17
753.229	614.33
755.577	608.5
757.923	612
760.268	612.83
762.612	609.67
764.954	608.67
767.294	605
769.633	609.5
771.971	613.17
774.307	611.83
776.642	612.5
778.975	606.67
781.307	608.5
783.637	609.33
785.966	602.33
788.293	607.67
790.619	605.5
792.944	608
795.267	602.5
797.588	603.67
799.909	602.17
802.227	603.83
804.545	607
806.861	608.67
809.175	600.83
811.488	608.17
813.8	604
816.11	607
818.419	603
820.726	608.67
823.032	608.5
825.336	604
827.639	605.83
829.941	610
832.241	604.67
834.54	599.5
836.837	614
839.133	596.83
841.427	598.67
843.72	599.83
846.012	594.17
848.302	599.5
850.591	590.17
852.878	597.67
855.164	582.33
857.449	591.33
859.732	591.33
862.014	593
864.294	586.67
866.573	585
868.851	585.83
871.127	581.17
873.401	582.67
875.675	585.67
877.947	576
880.217	584.83
882.486	595.83
884.754	589
887.02	591
889.285	591.67
891.549	595.83
893.811	601.17
896.072	596.33
898.331	592.83
900.589	585.33
902.845	591.17
905.101	586
907.354	593
909.607	587.83
911.858	579
914.108	583.5
916.356	586.17
918.603	576.5
920.848	583.33
923.092	566.67
925.335	578.33
927.576	579
929.816	575
932.055	574.5
934.292	571.5
936.528	575.67
938.763	581
940.996	574
943.227	567.67
945.458	571.17
947.687	571.5
949.914	579
952.141	578
954.366	571
956.589	571
958.811	572.83
961.032	578
963.252	583.67
965.47	577.5
967.687	571.33
969.902	573.5
972.116	564.5
974.329	578.67
976.54	582
978.75	574.17
980.959	571.17
983.166	568.5
985.372	575.67
987.577	583.17
989.78	579
991.982	566.33
994.182	575.67
996.381	572.83
998.579	577
1000.776	569
1002.971	571.67
1005.165	575
1007.357	567.5
1009.549	563.67
1011.738	564.67
1013.927	567
1016.114	561.33
1018.3	566
1020.484	567.17
1022.668	572.17
1024.849	567.17
1027.03	566.33
1029.209	565
1031.387	569
1033.564	561
1035.739	568.17
1037.913	572.5
1040.085	554.17
1042.257	570.5
1044.426	570.5
1046.595	576.17
1048.762	584.67
1050.928	580.83
1053.093	574.67
1055.256	588.67
1057.418	585.67
1059.579	586.83
1061.739	591
1063.897	587.67
1066.053	590.33
1068.209	585.17
1070.363	592.33
1072.516	587.33
1074.668	595.17
1076.818	605.17
1078.967	609.67
1081.114	616.83
1083.261	632.83
1085.406	640.33
1087.55	649.33
1089.692	654.5
1091.833	672.17
1093.973	669.33
1096.112	657.67
1098.249	655.17
1100.385	643.17
1102.52	631.17
1104.653	637.33
1106.785	632.17
1108.916	635.5
1111.045	633.17
1113.174	638
1115.301	640.17
1117.426	632.33
1119.551	626.67
1121.674	624.83
1123.796	626.5
1125.916	613.33
1128.035	595.17
1130.153	603.67
1132.27	590.83
1134.385	590.17
1136.5	587.5
1138.613	585.17
1140.724	575.5
1142.834	575.33
1144.944	573.33
1147.051	573
1149.158	572.5
1151.263	573.67
1153.367	561.67
1155.47	559.17
1157.571	561.83
1159.671	563.33
1161.77	550.17
1163.868	551.67
1165.964	542.17
1168.059	540.83
1170.153	542.5
1172.246	528.17
1174.337	525.17
1176.427	527.17
1178.516	529.83
1180.604	538.5
1182.69	528.67
1184.775	533.17
1186.859	520.5
1188.942	521.33
1191.023	526.67
1193.103	524.83
1195.182	527.83
1197.259	527.17
1199.336	530.5
1201.411	520.83
1203.485	515.83
1205.557	521.17
1207.629	515.33
1209.699	515.67
1211.768	517.5
1213.835	520.17
1215.902	521.33
1217.967	519.83
1220.031	527.67
1222.093	517.5
1224.155	521.67
1226.215	516.33
1228.274	518
1230.332	517
1232.388	515
1234.443	533
1236.498	529.5
1238.55	530.33
1240.602	519.33
1242.652	521.17
1244.701	519.67
1246.749	527.33
1248.796	519.83
1250.842	523.17
1252.886	522.83
1254.929	525.5
1256.971	521.5
1259.011	525.33
1261.051	518.5
1263.089	520.83
1265.126	523.67
1267.161	517.17
1269.196	501.5
1271.229	516.83
1273.261	514.83
1275.292	519.33
1277.322	514.33
1279.35	512.33
1281.378	519.83
1283.404	519.67
1285.428	513.33
1287.452	522
1289.474	517.33
1291.496	520.33
1293.516	515.5
1295.534	519.67
1297.552	511.83
1299.568	512.5
1301.584	515.17
1303.598	525.5
1305.61	531.5
1307.622	524.67
1309.633	526.17
1311.642	521.83
1313.65	524.5
1315.657	519.67
1317.662	514.17
1319.667	518.17
1321.67	520.67
1323.672	527.5
1325.673	522.83
1327.673	523.67
1329.671	522.83
1331.668	528.17
1333.665	524
1335.66	537.83
1337.653	529.83
1339.646	529.5
1341.637	528
1343.628	537.67
1345.617	533
1347.604	517.5
1349.591	518.33
1351.577	512
1353.561	504.17
1355.544	504.67
1357.526	509.5
1359.507	508.5
1361.487	511
1363.465	512.83
1365.442	514.17
1367.418	513
1369.393	527.33
1371.367	514.83
1373.34	511.5
1375.311	522.5
1377.282	514
1379.251	520.17
1381.219	516.17
1383.185	517
1385.151	515.67
1387.116	505.67
1389.079	501
1391.041	490
1393.002	487
1394.962	491.17
1396.921	499.5
1398.878	487
1400.834	482.33
